,song_lyric
179,"They ask me am I ok, they ask me if I'm happy
Are they asking me that because of the shit that's been thrown at me
Or am I just a little snappy
And..."
155,"Yeah (oh)
This game is like cocaine
I want this more than anything in the world
Haha, so do I, at least I thought I did
Got to have it, yeah, I ma..."
38,"You claim if you get knocked by the cops
You'll give 'em not even a statement
Walk in the arraignment, shoot the bailiff
Karate kick the plaintiff
Gotti with the stainless
I'll just call it shotty entertainment
If y'all was in the party gettin' faded
On molly, had the audience sedated
You wouldn't catch a body if it fainted
Probably let it fall and hit the pavement
But you'd be the first lobbyin' to claim it
Bitch, stop bein' a lame
Your hobby isn't robbery and dismemberin' body limbs
Like you was Tommy Lynn Sells
And chainsawing them in the basement
Hardly fits your job description
Ain't nobody dippin' out the back of the club like, ""Oh my God, he's trippin'""
Only time you get the blade is probably with the dang lawn equipment, ain't it?
Wouldn't take a bobby pin and wave it
I need to stop bein' debated
You're still copyin', Xeroxing, I'm still coppin' a feel
Like Bill Cosby at will, popping a pill then spill Oxys in Jill's coffee
Then send her out to the hotel lobby a lil' wobbly and still groggy
This blonde fucks reprehensible misconducts, never sensible
Kiss my butt, my set of principles is gone
But 'til I get the President to respond
My pen and pencil is a missile launcher
And send it to Mitch McConnell
Just as big of a bitch as Donald
Shit's on, bruh
Let me sing this shit soprano
While I do it pizzicato
Ivanka, stiff arm her
While I'm hittin' on Melania
And this song's for all ya

'Cause nobody likes me, everybody hates me
They want me to go eat some worms (I hope you offended)
And drag my name through the mud, through the dirt
But I'ma make you eat your words (I hope you offended)
You can try to hold me down, but you better let me up
'Cause you're only gonna make things worse (I hope you offended)
'Cause I pray when I get up I'm never gonna let up
'Til everybody eats my turds

These drums and hard snares bring out the worst in me
Like Justin Ross Harris at a nursery
Goin' ham at candy yam on nanny cam
I'm gettin' handys with the Xanny Xannys in the Caddy armrest
I'm imagining objects, so I'm batting cobwebs
From a daddy longleg
In Hamtramck, got the panoramic camera
Xanax, a banana hammock and a Santa hat
I'm smellin' like a damn mechanic
With a chick that looks like Janet Jackson with a Spanish accent
Twice your age and I'm actin' half it
Grow up? Nah
Not that I know of, y'all
Basement just got a frickin' overhaul, got a stripper pole installed
Started rollin' all through those Kolonopins like a bowlin' ball
Like an overdose on twice the ratio of Propofol and go through no withdrawal
While I get fellatio and give a facial to an interracial blow-up doll, a Rachel Dolezal
You're so appalled, (Em) so's my manager
Bitch I'm amateur, f*ck a pro career
Coast is clear, but nowhere to go from here
And nobody's close, so don't compare
They ain't nowhere near, I'm way over here
My competition can't see me
'Cause I don't own a mirror
But Marshall, you are terrific, so smart and gifted
I'm so narcissistic, when I fart, I sniff it
Do a fake dab to smell my armpits with it
Your anxiety's throwin' gang signs
But I made strides with these rape lines
I'm cuttin' back on women hate crimes
Like Ray Rice when he FaceTimes
Bang, bang, bang, bang time
Dang knives to butcher them gay wives
You're gonna need sutures the same size
As the blade I push in to kaputt you when I
Pull 'em like, sleigh rides
Gotta stab a bitch at least eight times
To make it on Dateline
And I came to stake my claim like a canine
Waitin' in a buffet line
So Kellyanne Conway, I'm a really bad hombre
Come play, belly dance on me
I've been making wedding plans all day

'Cause nobody likes me, everybody hates me
They want me to go eat some worms (I hope you offended)
And drag my name through the mud, through the dirt
But I'ma make you eat your words (I hope you offended)
You can try to hold me down, but you better let me up
'Cause you're only gonna make things worse (I hope you offended)
'Cause I pray when I get up I'm never gonna let up
'Til everybody eats my turds

Eight year old with the wordplay
Girl, take this pole like a survey
Today wasn't my birthday
But I'm caked up like a dessert tray
So we're in shape
'Cause you're in a slurrin' state
I'm a 10, you're an 8
Like what I do before, after, and during rape
You wanna get into a pissin' contest and find out who's better?
And they made a fool out of what I pulled out him
R. Kelly with a full bladder
Not in high school, grad, I'm not a scholar
But I'm so cold that I'm droppin' out with my degrees
It's the same as I got in college (zero)
But nobody's hotter, you owe me my respect
I owe you nada like lodi partner, blow me
Told you I'm so dirty, homie you can throw me in some holy water
With some floaties on
And get to soakin', try to get to poke the hole in
While you hose me off, and nope I won't be washed
You hope to God I don't explode, I gotta blow this spot up, though
I got a lotta more
I won't put the sugar coating on it though
'Cause sometimes you can feel like your energy's expired
Rap's got you drained, dead tired, zapped
You feel like a wet pile of crap
But look, man, like the feds buggin' my phone, uh huh
I get why you're tapped
But you gotta get your fire back
Catch fire, get upset and fire back
Is what I tell myself
When times get bad
'Cause sometimes I might get sad
But I take the same advice I had
And tell myself like I used to tell Hailie, when life's a drag
Told her to do like her dad, don't cry, get mad
'Cause little baby powders belong in diaper bags
I'm hyper, by the time you see this side of me
I'm right in your ass
Foot up it, I stood up for the kid who had to put up with the bullies at his school (at his school)
You ain't have to have no money or go shoppin' just to cop a fuckin' attitude
Now my dough's amountin' to a mountain, it's rised too high to count it
Never asked to be rich, all I did was wish I had a dime for every time that I was doubted
But then I think about it and I'm enraged
'Cause I just figured out that if I was paid
For the time I spent to put the pen to the page
It'd be minimum wage
But it's embedded in my head, I never hunted for the bread
And what I wanted was to be the one that they was scared of
But I'm never gonna get the credit for the sweat and blood I put up in the pen
And when I'm dead I wonder will they put me on a pedestal
Or forget I was ever this incredible
I guess I better go harder than ever 'cause I'll never get
Another mothafuckin' opportunity again
To offend as many people with this I can, simply
Because, I can

'Cause nobody likes me, everybody hates me
They want me to go eat some worms (I hope you offended)
And drag my name through the mud, through the dirt
But I'ma make you eat your words (I hope you offended)
You can try to hold me down, but you better let me up
'Cause you're only gonna make things worse (I hope you offended)
'Cause I pray when I get up I'm never gonna let up
'Til everybody eats my turds"
0,"Son, you know why you the greatest alive?
Why, Dad?
Because you came out of my balls, nigga
Hahahaha

F*ck rap, bustin' like an addict with a semi-automatic
Who done had it, and he ready for anybody to buck back
Hold up, catch a vibe, ain't no way in hell we leavin' nobody alive
Leave a suicide note, f*ck that
Bobby feelin' villainous, he killin' this
I'm comin' for your man and his lady and even the baby
I'm feelin' like I'm chicka-chicka-chicka Slim Shady with rabies

I'm foamin' at the mouth, ain't nobody takin' me out
Every single rapper in the industry, yeah, they know what I'm about
And I dare you to test me
'Cause not a single one of you motherfuckers impress me
And maybe that's a little bit of an exaggeration, but I'm full of innovation
And I'm tired of all of this high school, ""He's cool, he's not"" rap shit
Can a single one of you motherfuckers even rap? Shit
No, this ain't a diss to the game, it's a gas to the flame
Nowadays, everybody sound the same, shit's lame
Like a moth to the flame, I'ma reel 'em in and kill 'em
Know you feelin' lyricism when I'm spillin' it, I'm feelin' myself
Yeah, yeah, Bobby Boy, he be feelin' himself
Mass murder like this can't be good for my health
When I rap like this, do I sound like shit?
Well, it don't really matter, 'cause I'm killin' this shit
Yeah, I'm killin' this shit
Oh yeah, oh yeah, I'm killin' this shit
Bobby, how many times you been killin' this shit?
Find another rhyme, goddamn, nigga, shit

F*ck rap, bustin' like an addict with a semi-automatic
Who done had it, and he ready for anybody to buck back
Hold up, catch a vibe, ain't no way in hell we leavin' nobody alive
Leave a suicide note, f*ck that
Bobby feelin' villainous, he killin' this
I'm comin' for your man and his lady and even the baby
I'm feelin' like I'm chicka-chicka-chicka-chicka-chicka-chicka-chicka-chicka-chicka Slim Shady

There's nowhere to hide, we call this shit genocide
Hit 'em with that (doot, doot, doot) and they die
We gon' leave 'em crucified, we call this shit genocide
I got bitches, I got hoes, I got rare designer clothes
No, we ain't fuckin' with that
Yeah, there's a time and a place, but if you ain't comin' with the illest of raps
Callin' yourself the greatest alive
Then you don't deserve to do that
No, no, oh no, no, please do not do that
You gon' get smacked, you gon' make Bobby attack
You gon' make Bobby Boy snap
You gon' make Bobby Boy snap (Bobby Boy!)

F*ck rap, bustin' like an addict with a semi-automatic
Who done had it, and he ready for anybody to buck back
Hold up, catch a vibe, ain't no way in hell we leavin' nobody alive
Leave a suicide note, f*ck that
Bobby feelin' villainous, he killin' this
I'm comin' for your man and his lady and even the baby
I'm feelin' like I'm chicka-chicka-chicka-chicka-chicka-chicka-chicka-chicka-chicka Slim Shady

Jigga-jigga-jigga-jigga-jigga like Jay-Z
Jig is up, you fuckers who didn't write anything
Are getting washed now, chicka-chicka-chicka, like bathing
Young Hova, I know hitters like Yankees
Gun toters that pull triggers like crazy
Unloadin', leave you shot up in your Rover
Your body goes limp and slumps over
Like A-Rod in a month lull, but he just homered

Hold up, I said Rover because now your Rover is red
Like Red Rover, so you know what I meant
But I roll over my opponents instead
Makin' dog sounds 'cause I gotta keep breakin' these bars down
I'll go slow for the speds
But when I go (roof) like the doberman said
I still think the (roof) would go over your head (haha)
Beast mode, motherfuckers 'bout to get hit with so many foul lines
You think I'm a free throw
Figured it was about time for people to eat crow
You about to get out-rhymed, how could I be dethroned?
I stay on my toes like the repo, a behemoth in sheep clothes
From the East Coast to the West, I'm the ethos and I'm the G.O.A.T
Who the best? I don't gotta say a fuckin' thing, though, 'cause MC's know

But you don't wanna hear me spit the facts
Your shit is ass like a tailbone
And you're trapped in your cell phone
On my chicken scratch, or my self-loathe
I don't want to fuckin' listen to you spit your rap someone else wrote
Used to get beat up by the big kids
Used to let the big kids steal my big wheel
And I wouldn't do shit but just sit still
Now money's not a big deal
I'm rich, I wipe my ass with six mil'
Big bills like a platypus
A caterpillar's comin' to get the cannabis
I'm lookin' for the smoke but you motherfuckers are scatterin'
Batterin' everything and I've had it with the inadequate
Man, I can see my dick is standin' stiff as a mannequin
And I'm bringin' the bandana back, and the fuckin' headband again
A handkerchief and I'm thinkin' of bringin' the fuckin' fingerless gloves back
And not giving a singular f*ck, like f*ck rap

I sound like a fuckin' millionaire
With the Derringer with a hair trigger
'Bout to bear hug it, fuckin' terrier, the Ric Flair dripper
Y'all couldn't hold a candle at a prayer vigil
When I vent, they compare me to a fuckin' air duct
I'm about to bare knuckle it, nah, f*ck it
I'm gonna go upside their head with a Nantucket, abraca-fuckin'-dabra
The track is the blood, I'm attracted, I'm attackin' it
What? Dracula, f*ck that shit
I'm up, back with a thud
Man, stop

Look what I'm plannin', plannin', I'm plannin' to
Do all this while you panickin'
And you're lookin' and starin' at mannequins
And I'm goin' to Fanagan's, tryin' to get up a plan against
All of the blana-kazana-ka-fam-bam-bannigans
While of all the bana-kazanika Hanna in a cabana
You're in a cab
I'm in a cabana and a Janet
I'm in a cabana chantin' all this stand up banter
While you don't got the stamina, you're lackin' the stamina
You're lackin' the stamina while you're divorcin' Harrison Ford
And I'm in a Porsche on the floor boards
While I'm world tourin'
You usin' way too many napkins, papkins, lapkins and chapki
You using ChapStick and napkins while I'm papkin'
Flappin' around like a bapkin'
Flammina babbita playin' a jampkin
Dammit, a can of pa"
462,"Just repeat history
Just repeat history
Just repeat history

I looked all around the world
Nobody has it better than we do, uh, huh
One thing I don't understand
Why don't we help more people 'cause we can, uh, huh

Just repeat history
Just repeat history
Just repeat history
Just repeat history
Just repeat history
Just repeat history

Why are we separated
Defined by our greed and hatred?
Why aren't we all united?
I'm so sick and tired of fighting

Why aren't we all together?
Let's end this fight forever
Why are we still divided?
I'm so sick and tired of fighting

How many tragedies
Will we see before we come together? Uh, huh
It's easy to forget
We have the power to make things better, uh, huh

I have a dream
But dreams are not for free
We all need to change
Or just repeat history

Just repeat history
Just repeat history
Just repeat history
Just repeat history

Why are we separated?
Defined by our greed and hatred
Why aren't we all united?
I'm so sick and tired of fighting

Why aren't we all together?
Let's end this fight forever
Why are we still divided?
I'm so sick and tired of fighting

I have a dream
But dreams are not for free
We all need to change
Or just repeat history

Just repeat history
Just repeat history
Just repeat history
Just repeat history"
42,"I walk on water
But I ain't no Jesus
I walk on water
But only when it freezes

Why, are expectations so high?
Is it the bar I set?
My arms, I stretch, but I can’t reach
A far cry from it, or it's in my grasp, but as
Soon as I grab, squeeze
I lose my grip like the flying trapeze
Into the dark, I plummet
Now the sky's blackening, I know the mark’s high
Butterflies rip apart my stomach
Knowing that no matter what bars I come with
You're gonna hark, gripe, and that's a hard Vicodin to swallow
So I scrap these, as pressure increases, like khakis
I feel the ice cracking, because

I walk on water
But I ain't no Jesus
I walk on water
But only when it freezes

It's the curse of the standard
That the first of the Mathers disc set
Always in search of the verse that I haven't spit yet
Will this step just be another misstep
To tarnish whatever the legacy, love or respect, I've garnered?
The rhyme has to be perfect, the delivery flawless
And it always feels like I'm hitting the mark
’til I go sit in the car, listen, and pick it apart
Like, ""this shit is garbage""
God’s given me all this
Still I feel no different regardless
Kids look to me like as a god, this is retarded
If only they knew, it's a facade and it’s exhaustive
And I try to not listen to nonsense
But if you bitches are trying to strip me of my confidence
Mission accomplished
I'm not God-sent
Nas, Rakim, Pac, Big, James Todd Smith, and I'm not Prince, so

I walk on water
But I ain't no Jesus
I walk on water
But only when it freezes

'Cause I'm only human, just like you
Making my mistakes, oh if you only knew
I don't think you should believe in me the way you do
'Cause I'm terrified to let you down, oh

It's true, I'm a Rubik's, a beautiful mess
At times juvenile, yes, I goof and I jest
A flawed human, I guess
But I'm doing my best to not ruin your expectations 
And meet 'em, but first, the ""Speedom"" verse
Now, Big Sean, he's going too fast
Is he gonna shout or curse out his mom?
There was a time I had the world by the balls, eating out my palm
Every album, song I was spazzin' the f*ck out on
And now I'm getting clowned and frowned on
But the only one who's looking down on me that matters now's Deshaun
Am I lucky to be around this long?
Begs the question, though
Especially after the methadone
As yesterday fades and the Dresden home is burnt to the ground
And all that's left of my house is lawn
The crowds are gone
And it's time to wash out the blonde
Sales decline, the curtains drawn
They're closing the set, I'm still poking my head out from behind
And everyone who has doubt, remind
Now take your best rhyme, outdo it, now do it a thousand times
Now let 'em tell ya the world no longer cares or gives a f*ck about your rhymes
And as I grow outta sight, outta mind, I might go outta mine
'Cause how do I, ever let this mic go without a fight
When I made a fuckin' tightrope outta twine?
But when I do fall from these heights, though, I'll be fine
I won't pout or cry or spiral down or whine
But I'll decide if it's my final bow this time around 'cause

I walk on water
But I ain't no Jesus
I walk on water
But only when it freezes

'Cause I'm only human, just like you
I been making my mistakes, oh if you only knew
I don't think you should believe in me the way that you do
'Cause I'm terrified to let you down, oh

If I walked on water, I would drown
'Cause I'm just a man, but as long as I got a mic I'm godlike
So me and you are not alike
Bitch, I wrote ""Stan"""
181,"Holiday
Celebrate
Holiday
Celebrate

If we took a holiday
Took some time to celebrate
Just one day out of life
It would be, it would be so nice

Everybody spread the word
We're gonna have a celebration
All across the world
In every nation
It's time for the good times
Forget about the bad times, oh yeah
One day to come together to release the pressure
We need a holiday

If we took a holiday
Took some time to celebrate (come on, let's celebrate)
Just one day out of life (holiday)
It would be, it would be so nice

You can turn this world around
And bring back all of those happy days
Put your troubles down
It's time to celebrate
Let love shine
And we will find
A way to come together, we can make things better
We need a holiday

If we took a holiday (holiday)
Took some time to celebrate (celebrate)
Just one day out of life (just one day)
It would be, it would be so nice

Holiday
Celebrate
Holiday
Celebrate

If we took a holiday (oh yeah, oh yeah)
Took some time to celebrate (come on, let's celebrate)
Just one day out of life (holiday)
It would be, it would be so nice

Holiday (ooh yeah, ooh yeah)
Celebrate (come on, let's celebrate)
Holiday (just one day out of life)
Celebrate"
239,"So tired of broken hearts and losing at this game
Before I start this dance
I take a chance in telling you
I want more than just romance
You are my destiny, I can't let go baby can't you see
Cupid please take your aim at me

Cherish the thought
Of always having you here by my side (oh baby I)
Cherish the joy
You keep bringing it into my life (I'm always singing it)
Cherish your strength
You got the power to make me feel good (and baby I)
Perish the thought
Of ever leaving, I never would

I was never satisfied with casual encounters
I can't hide my need for two hearts that bleed with burning love
That's the way it's got to be
Romeo and Juliet, they never felt this way I bet
So don't underestimate my point of view

Cherish the thought
Of always having you here by my side (oh baby I)
Cherish the joy
You keep bringing it into my life (I'm always singing it)
Cherish your strength
You got the power to make me feel good (and baby I)
Perish the thought
Of ever leaving, I never would

Who? You! Can't get away, I won't let you
Who? You! I could never forget to
Cherish is the word I use to remind me of your love

Romeo and Juliet, they never felt this way I bet
So don't underestimate my point of view

Who? You! Can't get away I won't let you
Who? You! I could never forget to
Cherish is the word I use to remind me of your love

Cherish the thought
Of always having you here by my side (oh baby I)
Cherish the joy
You keep bringing it into my life (I'm always singing it)
Cherish your strength
You got the power to make me feel good (and baby I)
Perish the thought
Of ever leaving, I never would

Cherish
Give me faith
Give me joy, my boy
I will always cherish you
Give me faith
Give me joy, my boy
I will always cherish you

Cherish your strength (you're givin' it, you're givin' it to me boy)
Perish the thought (you're givin' it, you're givin' it to me boy)
(I could never forget to) (keep giving me all your joy)

Cherish the thought (give me faith, give me joy, my boy I will always cherish you)
Cherish the joy (give me faith, give me joy, my boy I will always cherish you)
Cherish your strength (you're givin' it to me boy, keep giving me all your joy)
Perish the thought (you're givin' it to me boy, keep giving me all your joy)"
333,"To have and not to hold
So hot, yet so cold
My heart is in your hand
And yet you never stand
Close enough for me to have my way

To love but not to keep
To laugh, not to weep
Your eyes, they go right through
And yet you never do
Anything to make me want to stay

Like a moth to a flame
Only I am to blame
Ba ba da ba ba ba
What can I do?
Ba ba da ba ba ba
I go straight to you
Ba ba da ba ba ba
I've been told
You're to have, not to hold

To look but not to see
To kiss but never be
The object of your desire
I'm walking on a wire
And there's no one at all
To break my fall

Like a moth to a flame
Only I am to blame
Ba ba da ba ba ba
What can I do?
Ba ba da ba ba ba
I go straight to you
Ba ba da ba ba ba
I've been told
You're to have, not to hold

You're to have, not to hold
You're to have, not to hold

Like a moth to a flame
Only I am to blame
Ba ba da ba ba ba
What can I do?
Ba ba da ba ba ba
I go straight to you
Ba ba da ba ba ba
I've been told
You're to have, not to hold

You're to have, not to hold
You're to have, not to hold
You're to have, not to hold
(To break my heart)"
358,"I don't know why I thought that I could make you happy
These tears I cry for you are so hopeless
Yeah
I don't know why I thought that we were going somewhere
But you grapped your coat and you were out the door
And now I know you don't care

I know you're gonna take your love and run
I know you think I'm the foolish one
I know you're gonna turn around and say goodbye

I used to think you were my
Pretty angel comin' down
Well now you've just proven me wrong
Yeah
What about the letters we have written
All the things we've said and done
Well I'll just stand here while you count the battles
You have won

I know you're gonna take your love and run
I know you think I'm the foolish one
I know you're gonna turn around and say goodbye
I know it

But I'm not gonna cry
For you
'Cause that's what you want me to do
No I'm not gonna cry
For you anymore

I know you're gonna take your love and run
I know you think I'm the foolish one
I know you're gonna turn around and say goodbye
I know it

Take your love and run from me
Is this the way love's supposed to be
You don't think that I can see
Huh you can't fool me

'Cause I'm not gonna cry
For you
'Cause that's what you want me to do
No I'm not gonna cry
For you anymore

I know you're gonna take your love and run
I know you think I'm the foolish one
I know you're gonna turn around and say goodbye
I know it

I know you're gonna take your love and run
I know you think I'm the foolish one
I know you're gonna turn around and say goodbye
I know it

Take your love and run from me
Is this the way love's supposed to be
You don't think that I can see"
240,"Working Monday through Friday
Takes up all of my time
If I can get to the weekend
Everything will work out just fine
That's when I can go crazy
That's when I can have fun
Time to be with my baby
Time to come undone

Where's the party, I want to free my soul
Where's the party, I want to lose control
Where's the party, I want to free my soul
Where's the party, I want to lose control

Couldn't wait to get older
Thought I'd have so much fun
Guess I'm one of the grown-ups
Now I have to get the job done
People give me the business
I'm not living in fear
I'm just living in chaos
Gotta get away from here

Where's the party, I want to free my soul
Where's the party, I want to lose control
Where's the party, I want to free my soul
Where's the party, I want to lose control

Don't want to grow old too fast
Don't want to let the system get me down
I've got to find a way to make the good times last
And if you'll show me how, I'm ready now

Slow down you move too fast
Gonna make the good times last
Gonna let my hair hang down
I'm ready now
(repeat)

Where's the party
Where's the party, someone tell me
Where's the party, come on, come on, come on
Where's the party

Don't want to grow old too fast
Don't want to let the system get me down
I've got to find a way to make the good times last
And if you'll show me how, I'm ready now

Where's the party, I want to free my soul
Where's the party, I want to lose control
Where's the party, I want to free my soul
Where's the party, I want to lose control

Slow down you move too fast
Gonna make the good times last
Gonna let my hair hang down
I'm ready now
(repeat)

Where's the party
Where's the party, someone tell me
Where's the party, come on, come on, come on
Where's the party

We can make it all right
We can make you dance, we can make a party last all night
(repeat until end)"
14,"Tay Keith, f*ck these niggas up
Yeah

Brain dead, eye drops
Pain meds, cyclops
They bed, iPod
Maybach, my Bach
Trainwrecks, sidewalks
Pay less, high-tops
K-fed, iHop
Playtex, icebox
That's how much we have in common (yeah!)
That's how much we have in common (whoa!)
Up on this mic, when we're on it
That's how much we have in common (yeah!)
That's how much we have in common (woo!)
That's how much we have in common
We are not alike, there's not alike us on the mic (yeah!)

I don't do Jordans and Audemars
I do explosions and Molotovs
Y'all blowing smoke as if y'all ain't washed
I blow the smoke from the car exhaust
Flying to a party I am not invited to, feeling like the streets need me (woah)
I ain't gotta dance as long as my Ferrari Spider move, like C Breezy
I don't gotta hire goons, I'd rather try to buy the moon, and breathe freely
The sky is blue, the tie is new, the Masarati white and cool like G-Eazy
While these dudes tryna figure out how to do a freestyle as fly as me
I'm confused trying to figure out how to do Kapri Styles and Mya G
Everybody doing chick joints, probably rob these little dudes at fist point
Remember everybody used to bite Nickel, now everybody doing Bitcoin
We don't got nothing in common (no)
We don't got nothing in common (no)
Y'all into stuff like doubled-up Styrofoam cups on them uppers-and-downers (woo!)
I'm into stuff like doubling commas
Find me a brother who's solid
To count the shit up, then bust the shit down
If the cops hit us up, we can flush the shit down
We can not give a f*ck, shit, a fucking colonic
Selling your cock and your butt for a follower
Possible cup, for dollars you powder sniff
Now you're slipping, call it a power trip
A product of politics
Y'all went from profit and topping the charts
To dropped in the park in a pile of shit
Knowledge is power, but powerless if you got it and you do not acknowledge it
Y'all music sound like Dr. Seuss inspired it
Hiring strippers, prostitutes retiring
We can spit it for ya, it vans
I'm fit to be king, you're cut out to fit in Prince pants
You niggas

Brain dead, eye drops
Pain meds, cyclops
They bed, iPod
Maybach, my bach
Trainwrecks, sidewalks
Pay less, high-tops
K-fed, iHop
Playtex, icebox
That's how much we have in common (yeah!)
That's how much we have in common (whoa!)
Up on this mic, when we're on it
That's how much we have in common (yeah!)
That's how much we have in common (woo!)
That's how much we have in common
We are not alike, there's not alike us 

You say you're affiliated with murderers, killers (ayy)
The people you run with are thuggin' (gang)
But you're just a wanna be gunner (gang)
Like you was gonna do something
Acting like you catching bodies (ayy)
And you got juice, lil youngin', you're bugging
You ain't never even been charged in connection with battery
Bitch, you ain't plugged in to nothing
Rap god spit lyrical bullets (boom)
And gats cock, your partners better tool up
This has not to do with muscular
But have guns for sure, you better put a
Strap on, in other words if you're a Gunner
Roll up with your (gang)
You're gon' need a arsenal
'Cause this bar is over your head
So you better have arms if you're gonna pull up (skrt)
Oh, you run the streets, huh?
Now you wanna come and f*ck with me, huh?
This little cock-sucker, he must be feeling himself
He wants to keep up
His tough demeanor, so he does a feature
Decides to team up with Nina
But next time you don't gotta use Tech N9ne 
If you wanna come at me with a sub-machine gun
And I'm talking to you but you already know who the f*ck you are, Kelly
I don't use sublims and sure as f*ck don't sneak-diss
But keep commenting on my daughter Hailie
I keep on telling motherfuckers, bitches, in case you forgot
Really I need jaw memories, jaw like strawberry or pineapple, apricot jelly
I respond, rarely but this time Shady 
'Bout to sound off like a fucking cocked semi Glock
Demi god, let me put a silencer on this little non-threatening blond fairy
Cornball taking shots at me
You're not ready, fool, break yourself like Rocksteady Crew
Obviously, I'm not getting through
We can get it poppin' like Redenbach, letting off like Remy Ma
Heavy artillery, gotta deal a harsh with a hard shell
Put a motherfucking heart in bigger than Bizarre's belly
Only time you'll ever say, I lost
You'll be talking 'bout Fetty Wap, better call Diddy
Just to try to get me off and you better hope I don't call Trick Trick
Bitch, this shit don't fly in our city
Punk, you don't disrespect OG's, R.I.P. Prodigy
Sold Dre my soul and I told him 
The moment he signed me that I'll be the most hated, dumb-hated soldier
There's no shame, it's okay to own it 'cause life is a bitch, she's a bow-legged hoe
But now days are over, I Harvey Weinstein, a bathrobe hanging over
My code name is Groper, I role play with lotion
I fucked the whole world then I throw away the Trojan
Olay the hoes like with home-made explosives, I blow eighty holes in you
Don't make me go in, I OJ the flows and I'm insult to injury
Rolex to Goldman and I'm throat-sprayin' tryna throw to Nicole
They both hate to choke and my whole plate is chokin'
And I double-edge sworded 'cause one place 
I poke and I stick and I turn and I rotating motion
Invisible with the pen, I'm at the pinnacle 
Of sick individuals, take my dick and put the tip in
At minimal, I'm fucking these syllables
I let them lick on my genitals
I'm a fucking invisible, indefensible, despicable difficult prick, a little bit unpredictable
I spit the formidable, that you're bitches are fucking with the original
I can say that me and Nickel are identical
But not us, the only thing we have in common is I'm a dick and you suck
Otherwise one has nuttin' to do with the other
None comes close to
Skunk, bug, soldier
Tongue, shrub, shoulder
One month older
Sponge, mob, colder
Nun, rug, holster
Lug nut, coaster
Lung, jug, roaster
Young Thug poster
Unplugged toaster

That's how much we have in common (yeah!)
That's how much we have in common (whoa!)
Up on this mic, when we're on it (yeah)
That's how much we have in common (yeah!)
That's how much we have in common (woo!)
That's how much we have in common
We are not alike, there's not alike us on the (man, f*ck this shit, let's go)"
140,"Yeah
So I guess this is what it is, huh?
Think it's obvious
We ain't never gonna see eye to eye
But it's funny
As much as I hate you
I need you
This is music to be murdered by

Got a premonition
I feel the end is near
The beauty starts to fade
My joy has turned to pain
I hear the symphony playin'
Ten thousand violins
Souls floating away like feathers in the wind

They said my last album I sounded bitter
No, I sound like a spitter
Who ninety percent of
These hypocrites are tryna get rid of
But why would I get a chip on my shoulder?
I was considered, one time, as the illest
Bitch, I'm still as fly as your zipper
True, I just get richer
But if it was ever all about skrilla
Then I woulda quit a long motherfucking time ago
Bitch, shut the f*ck up
I should go say that shit to Tech N9ne or the Jigga
Nobody said shit about 2 Chainz as long as he's been here, shit
No wonder you're mad, now I'm
Looking at them plaques, count 'em (yeah)
I'm L. L. Cool J, bigger and deffer, that's how come (uh)
I sell like four mil' when I put out a bad album (what?)
Revival flopped, came back and I scared the crap out 'em
But Rolling Stone stars, I get two and a half outta
Five, and I'll laugh out loud
'Cause that's what they gave BAD back in the day
Which actually made me not feel as bad now, 'cause
If it happened to James
It can happen to Shady
They do the same shit to Brady
More people hate me than love me
This game will make you go crazy
'Bout to go for B-R-O-K-E
I was the G, the O-A-T
Once I was played in rotation
At every radio station
They said I'm lyrically amazing
But I have nothing to say
But then when I put out Revival and I had something to say
They said that they hated the awake me
I lose the rage, I'm too tame
I get it back, they say I'm too angry
I need to get me some Dre beats
No, I should hook up with Tay Keith
Fans keep on pulling me one way
Haters pull me in another
Got more hooks in me than Swae Lee
'Bout to pick up some weights and lift 'til my tattoo of Hailie's face stretches
They said I'm just a whiner, I sound like a baby
I dish it out but can't take it
But I take it, dish it back out
And they get all bent out of shape
This shit's almost comical
Wait, and I meant no disrespect
I wasn't dissin' Tech, that was not a shot at 2 Chainz or to Jay-Z
They probably feel the same way because lately
Instead of us being credited for longevity
And being able to keep it up for this long at this level, we
Get told we'll never be what we were
Bitch, if I was as half as good as I was
I'm still twice as good as you'll ever be
Only way that you're ahead of me's alphabetically
'Cause if you diss me I'm coming after you like the letter V
Killing everything, play this tune, it's your eulogy
It's your funeral, prepare to die
This is music for you to be murdered by"
