,title,links,song_lyric
213,mother and father,http://www.lyrics.com/lyric/26022353/Madonna/Mother+and+Father,"There was a time I was happy in my life
There was a time I believed I'd live forever
There was a time that I prayed to Jesus Christ
There was a time I had a mother, it was nice

Nobody else would ever take the place of you
Nobody else could do the things that you could do
No one else I guess could hurt me like you did
I didn't understand, I was just a kid

Oh mother, why aren't you here with me
No one else saw the things that you could see
I'm trying hard to dry my tears
Yes father, you know I'm not so free

I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for
I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for

There was a time I was happy in my life
There was a time I believed I'd live forever
There was a time that I prayed to Jesus Christ
There was a time I had a mother, it was nice

Oh mother, why aren't you here with me
No one else saw the things that you could see
I'm trying hard to dry my tears
Yes father, you know I'm not so free

I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for
I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for

My mother died when I was five
And all I did was sit and cry
I cried and cried and cried all day
Until the neighbors went away

They couldn't take my loneliness
I couldn't take their phoniness
My father had to go to work
I used to think he was a jerk

I didn't know his heart was broken
And not another word was spoken
He became a shadow of
The father I was dreaming of

I made a vow that I would never need
Another person ever
Turned my heart into a cage
A victim of a kind of rage

(I gotta give it up)
(I gotta give it up)
(I gotta give it up)
I gotta give it up

I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for
I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for
Find someone that I can care for
Find someone that I can care for

I've got to give it up
I've got to give it up
I've got to give it up
I've got to give it up
I've got to give it up

I got to give it up
I got to to let it go
I gotta give it up
Oh mother
Oh father
I got to give it up

(I gotta give it up)
(I gotta give it up)
(I gotta give it up)
(I gotta give it up)
(I gotta give it up)
(I gotta give it up)
(I gotta give it up)
(I gotta give it up)"
214,easy ride,http://www.lyrics.com/lyric/26022351/Madonna/Easy+Ride,"I want the good life
But I don't want an easy ride
What I want is to work for it
Feel the blood and sweat on my fingertips
That's what I want for me

I want to know everything
Maybe someday I will
What I want is to find my place
Breathe the air and feel the sun on my children's face
That's what I want

I go round and round just like a circle
I can see a clearer picture
When I touch the ground I come full circle
To my place and I am home
I am home

I want to let go of all disappointment
That's waiting for me
What I want is to live forever
Not defined by time and space
It's a lonely place
That's what I want

I go round and round just like a circle
I can see a clearer picture
When I touch the ground I come full circle
To my place and I am home
I am home

I go round and round just like a circle
I can see a clearer picture
When I touch the ground I come full circle
To my place and I am home
I am home

I go round and round just
Round and round just"
215,candy shop,http://www.lyrics.com/lyric/26022338/Madonna/Candy+Shop,"See which flavor you like and I'll have it for you
Come on in to my store, I've got candy galore
Don't pretend you're not hungry, I've seen it before
I've got Turkish delight baby and so much more

Get up out of your seat (Your seat)
Come on up to the dance floor
I've got something so sweet (So sweet)
Come on up to the front door
I need plenty of heat (Heat)
Form a special connection
Just start moving your feet (Your feet)
Move on over to me

I'll be your one stop (One stop)
Candy shop (Candy shop)
Everything (Everything)
That I got (That I got)
I'll be your one stop (One stop)
Candy store (Candy store)
Lollipop (Lollipop)
Have some more (Have some more)

All the suckers are not what we sell in the store
Chocolate kisses so good
You'll be beggin' for more
Don't pretend you're not hungry
There's plenty to eat
Come on in to my store
'Cause my sugar is sweet!

Get up out of your seat (Your seat)
Come on up to the dance floor
I've got something so sweet (So sweet)
Come on up to the front door
I need plenty of heat (Heat)
Form a special connection
Just start moving your feet (Your feet)
Move on over to me

I'll be your one stop (One stop)
Candy shop (Candy shop)
Everything (Everything)
That I got (That I got)
I'll be your one stop (One stop)
Candy store (Candy store)
Lollipop (Lollipop)
Have some more (Have some more)

Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Dance, dance, dance

See which flavor you like and I'll have it for you
Come on in to my store, I've got candy galore
Don't pretend you're not hungry, I've seen it before
I've got Turkish delight baby and so much more

Get up out of your seat (Your seat)
Come on up to the dance floor
I've got something so sweet (So sweet)
Come on up to the front door
I need plenty of heat (Heat)
Form a special connection
Just start moving your feet (Your feet)
Move on over to me

I'll be your one stop (One stop)
Candy shop (Candy shop)
Everything (Everything)
That I got (That I got)
I'll be your one stop (One stop)
Candy store (Candy store)
Lollipop (Lollipop)
Have some more (Have some more)

Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet
My sugar is raw
Sticky and sweet"
216,4 minutes,http://www.lyrics.com/lyric/26022337/Madonna/4+Minutes,"I'm outta time and
All I got is four minutes, eh

I'm outta time and
All I got is four minutes, eh

I'm outta time and
All I got is four minutes, eh

I'm outta time and
All I got is four minutes, eh

I'm outta time and
All I got is four minutes, eh

I'm outta time and
All I got is four minutes, eh

I'm outta time and
All I got is four minutes, eh

I'm outta time and
All I got is four minutes

Come on, ah
Yeah, ah
Break down
Come on

Hey, uh
Come on
Madonna

Come on boy
I've been waiting for somebody
To pick up my stroll

Well don't waste time
Give me a sign
Tell me how you wanna roll

I want somebody to speed it up for me
Then take it down slow
There's enough room for both

Well, I can handle that
You just gotta show me where it's at
Are you ready to go
(Are you ready to go)

If you want it
You already got it
If you thought it
It better be what you want
If you feel it
It must be real just
Say the word and
I'm a give you what you want

Time is waiting
We only got four minutes
To save the world
No hesitating
Grab a boy
Grab a girl
Time is waiting
We only got four minutes
To save the world
No hesitating
We only got four minutes
Four minutes

Keep it up, keep it up
Don't be a pretty
Madonna, uh
You gotta get in line, hop
Tick tock tick tock tick tock
That's right, keep it up, keep it up
Don't be a pretty Madonna, uh

You gotta get in line, hop
Tick tock tick tock tick tock
Sometimes I think what I need
Is a you intervention, yeah

And you know I can
Tell that you like it
And that it's good, by the way
That you move, ooh, hey

The road to hell is paved
With good intentions, yeah

But if I die tonight
At least I can say I did
What I wanted to do
Tell me, how 'bout you?

If you want it
You already got it
If you thought it
It better be what you want
If you feel it
It must be real just
Say the word and
I'm a give you what you want

Time is waiting
We only got four minutes
To save the world
No hesitating
Grab a boy
Grab a girl
Time is waiting
We only got four minutes
To save the world
No hesitating
We only got four minutes
Four minutes

Keep it up, keep it up
Don't be a pretty Madonna, uh
You gotta get in line, hop
Tick tock tick tock tick tock
That's right, keep it up, keep it up
Don't be a pretty Madonna, uh
You gotta get in line, hop
Tick tock tick tock tick tock

Breakdown, yeah
(Tick tock tick tock tick tock)
Yeah, uh huh
(Tick tock tick tock tick tock)
I only got four minutes, to save the world"
217,give it 2 me,http://www.lyrics.com/lyric/26022336/Madonna/Give+It+2+Me,"What are you waiting for?
Nobody's gonna show you how
Why work for someone else
To do what you can do right now?

Got no boundaries and no limits
If there's excitement, put me in it
If it's against the law, arrest me
If you can handle it, undress me

Don't stop me now, don't need to catch my breath
I can go on and on and on
When the lights go down and there's no one left
I can go on and on and on

Give it to me, yeah
No one's gonna show me how
Give it to me, yeah
No one's gonna stop me now

They say that a good thing never lasts
And then it has to fall
Those are the the people that did not
Amount to much at all

Give me the bass line and I'll shake it
Give me a record and I'll break it
There's no beginning and no ending
Give me a chance to go and I'll take it

Don't stop me now, don't need to catch my breath
I can go on and on and on
When the lights go down and there's no one left
I can go on and on and on

Give it to me, yeah
No one's gonna show me how
Give it to me, yeah
No one's gonna stop me now

Watch this

Get stupid, get stupid, get stupid, don't stop it (What?)
Get stupid, get stupid, get stupid, don't stop it (What?)
Get stupid, get stupid, get stupid, don't stop it (What?)
Get stupid, get stupid, get stupid, don't stop it

Get stupid, get stupid, get stupid, don't stop it
(To the left, to the right, to the left, to the right)
Get stupid, get stupid, get stupid, don't stop it
(To the left, to the right, to the left, to the right)
Get stupid, get stupid, get stupid, don't stop it
(To the left, left, right, right, left, left, right, right)
Get stupid stupid stupid stupid stupid stupid stupid...
(Left, left, right, right, left, left, right, right)

Don't stop me now, don't need to catch my breath
I can go on and on and on
When the lights go down and there's no one left
I can go on and on and on

Give it to me, yeah
No one's gonna show me how
Give it to me, yeah
No one's gonna stop me now

You're only here to win
Get what they say?
You're only here to win
Get what they do?
They'd do it too
If they were you
You done it all before
It ain't nothing new

You're only here to win
Get what they say?
You're only here to win
Get what they do?
They'd do it too
If they were you
You done it all before
It ain't nothing new

Give it to me, yeah
No one's gonna show me how
Give it to me, yeah
No one's gonna stop me now

Give it to me, yeah
No one's gonna show me how
Give it to me, yeah
No one's gonna stop me now

Give it to me"
218,heartbeat,http://www.lyrics.com/lyric/26022335/Madonna/Heartbeat,"On any given night
Catch me on the floor
Working up a sweat
That's what music's for
I'd rather not explain
For me, it's just usual

(You can really pop it now, drop it now, ain't no stopping now, are you watching now?)
Once I get going I am gone
(You can really pop it now, drop it now, ain't no stopping now, are you watching now?)
I'll keep it going all night long

You know I feel it in my heartbeat
It may feel old to you, but to me it feels new
You know I feel it in my heartbeat
Don't you know, can't you see
When I dance, I feel free
Which makes me feel like the only one (The only one)
That the light shines on

This complicated life
I try to do my best
I always tell myself
It's all just a test
For me it's an escape
'Cause dancing makes me feel beautiful

(And I can't pretend, it should never end, let the music play, are you watching now?)
Once I am moving, I'm alright
(You can really pop it now, it should never end, let the music play, cause I'm here to stay)
I'll keep on dancing through the night

You know I feel it in my heartbeat
It may feel old to you, but to me it feels new
You know I feel it in my heartbeat
Don't you know, can't you see
When I dance, I feel free
Which makes me feel like the only one (The only one)
That the light shines on

See my booty get down like,
See my booty get down like,
See my booty get down like,
See my booty get down like,

See my booty get down like

You probably think I'm crazy
I don't want you to save me
Don't mean to disappoint you
I've never felt so free
If you could stand in my shoes
Then you would feel my heartbeat too

(You can really pop it now, drop it now, ain't no stopping now, are you watching now?)
Once I am moving, I'm alright
(You can really pop it now, drop it now, ain't no stopping now, are you watching now?)
I can keep on going through the night

You know I feel it in my heartbeat
It may feel old to you, but to me it feels new
You know I feel it in my heartbeat
Don't you know, can't you see
When I dance, I feel free
Which makes me feel it in my heartbeat
It may feel old to you, but to me it feels new
You know I feel it in my heartbeat
Don't you know? Can't you see?
When I dance, I feel free
Which makes me feel like the only one (The only one)
That the light shines on"
219,miles away,http://www.lyrics.com/lyric/26022334/Madonna/Miles+Away,"I just woke up from a fuzzy dream
You never would believe those things that I have seen
I looked in the mirror and I saw your face
You looked right through me, you were miles away

All my dreams they fade away
I'll never be the same
If you could see me the way you see yourself
I can't pretend to be someone else

You always love me more, miles away
I hear it in your voice, we're miles away
You're not afraid to tell me, miles away
I guess we're at our best when we're miles away

So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away

When no one's around then I have you here
I begin to see the picture, it becomes so clear
You always have the biggest heart,
When we're six thousand miles apart

Too much of no sound
Uncomfortable silence can be so loud
Those three words are never enough
When it's long distance love

You always love me more, miles away
I hear it in your voice, we're miles away
You're not afraid to tell me, miles away
I guess we’re at our best when we're miles away

So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away

I'm alright, don't be sorry, but it's true
When I'm gone you realize
That I'm the best thing that happened to you

You always love me more, miles away
I hear it in your voice, we're miles away
You're not afraid to tell me, miles away
I guess we're at our best when we're miles a-a-away

You always love me more, miles away
I hear it in your voice, we're miles away
You're not afraid to tell me, miles away
I guess we're at our best when we're miles away

So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away
So far away"
220,she's not me,http://www.lyrics.com/lyric/26022333/Madonna/She%27s+Not+Me,"I should have seen the signs way back then
When she told me that you where her best friend
And now she's rolling rolling rolling
And you where stolen stolen stolen
She started dressing like me and talking like me
It freaked me out
She started calling you up in the middle of the night
What's that about?

I just wanna be there when you discover
You wake up in the morning next to your new lover
She might cook you breakfast
And love you in the shower
The flavor of the moment
'Cause she don't have what's ours

She's not me
She doesn't have my name
She'll never have what I have
It wont be the same (it won't be the same)

I should have seen the sign when you weren't here
Under a different light it's oh so clear
She was stealing stealing stealing
And now your feeling feeling feeling
She started dying her hair and wearing the same perfume as me
She's started reading my books and stealing my looks and lingerie

I just wanna be there when you discover
You wake up in the morning next to your new lover
She might make you breakfast
And love you in the shower
The feelings are momentary
'Cause she don't have what's ours

She's not me
She doesn't have my name
She'll never have what I have
It wont be the same (it wont be the same)

She is licking her lips and she's batting her eyes
She's not me
She's got legs up to there and such beautiful hair
She's not me
Oh devoted for life make a beautiful wife
She's not me
If you spend some more time I guarantee we are fine
She's not me

I know I can do it better
If someone wants to pimp your style
And hang with you a little while
And make up all the things you like
You gonna have to watch your...

She's not me
She doesn't have my name
She'll never have what I have
It won't be the same (it wont be the same)

Never let you forget (She's not me)
She's Not Me and she'll never will be (repeat 2x)

Pharell-
Gotta find a new way to show your feelings
I guess it was some bullshit say you love me love me
Guess my expectations hit the ceiling
When you come back it will cost us trust, trust me

She's not me, She's note me, She's not me and she'll never will be (x2)

Never will be"
221,incredible,http://www.lyrics.com/lyric/26022332/Madonna/Incredible,"Just one of those things
When everything goes incredible
And all is beautiful
(Can't get my head around it, I need to think about it)
(Can't get my head around it, I need to think about it)
And one of those things that used to get you down
Now have no effect at all
'Cause life is beautiful
(Can't get my head around it, I need to think about it)
(Can't get my head around it, I need to think about it)

Remembering the very first time
You caught that some ones' specials eye
And all of your care dropped
And all of the world just stopped

(I hope) I want to go back to then
Got to figure out how, got to remember when
I felt it, it thrilled me
I want it, to fill me

Just one of those things
When everything goes incredible
And all is beautiful
(Can't get my head around it, I need to think about it)
(Can't get my head around it, I need to think about it)
And one of those things that used to get you down
Now have no effect at all
'Cause life is beautiful
(Can't get my head around it, I need to think about it)
(Can't get my head around it, I need to think about it)

You don't know what you got 'til it's gone
And everything in life just goes wrong
Feels like nobody's listening
And something is missing

(I hope) I want to go back to then
Got to figure out how, got to remember when
I felt it, it thrilled me
I want it, to fill me

Just one of those things
When everything goes incredible
And all is beautiful
(Can't get my head around it, I need to think about it)
(Can't get my head around it, I need to think about it)
And one of those things that used to get you down
Now have no effect at all
'Cause life is beautiful
(Can't get my head around it, I need to think about it)
(Can't get my head around it, I need to think about it)

I remember when
You were the one
You were my friend
You gave me life
You were the sun
You taught me things
I didn't run
I fell to my knees
I didn't know why
I started to breathe
I wanted to cry
I need a reminder
So I can relate
I need to go back there
Before it's too late

It's time to get your hands up
It's time to get your body moving

It's time to get your hands up
It's time to get your body moving

It's time to get your hands up
It's time to get your body moving

It's time to get your hands up
It's time to get your body moving

Just one of those things
When everything goes incredible
And all is beautiful
(Can't get my head around it, I need to think about it)
(Can't get my head around it, I need to think about it)
And one of those things that used to get you down
Now have no effect at all
'Cause life is beautiful
(Can't get my head around it, I need to think about it)
(Can't get my head around it, I need to think about it)

Incredible
Let's finish what we started
Incredible
You're welcome to my party

I don't want this to end
I am missing my best friend
It was incredible
There is no reason
(Sex with you is)

Incredible
(Hey girl)
Just finish what we started
(Let's finish where we started girl)
Incredible
(Hey girl)
You're welcome to my party
(I'm coming to your party girl)
Don't want this thing to end
I am missing my best friend
Yes it was incredible
There's no reason to pretend
Incredible

It's time to get your body moving
It's time to get your hands up

It's time to get your body moving
It's time to get your hands up

It's incredible, unbelievable
It's incredible, unachievable
It's incredible, metaphysical
It's incredible

(Sex with you is)

Incredible
Let's finish what we started
Incredible
You're welcome to my party
(I'm coming to your party girl)

Incredible
Let's finish what we started
Incredible
You're welcome to my party
(I'm coming to your party girl)

Incredible
(Hey girl)
Just finish what we started
(Let's finish where we started girl)
Incredible
(Hey girl)
You're welcome to my party
(I'm coming to your party girl)

(Hey girl, let's finish where we started girl, hey girl)"
222,beat goes on,http://www.lyrics.com/lyric/26022331/Madonna/Beat+Goes+On,"Don't sit there like some silly girl
If you wait too long it'll be too late
I'm not telling you something new
There ain't no time to lose
It's time for you to celebrate

So get down, beep beep, gotta get up outta your seat (Get up, little girl)
Get down, beep beep, gotta get up outta your seat (It's time, your world)
Get down, beep beep, gotta get up outta your seat (Your life, your choice)
Get down, beep beep, gotta get up outta your seat (It's time, live it up)

On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes

You don't have the luxury of time
You have got to say what's on your mind
Your head lost in the stars
You'll never go far
It's time for you to read the signs

So get down, beep beep, gotta get up outta your seat (Here comes, my hand)
Get down, beep beep, gotta get up outta your seat (Take it, you can)
Get down, beep beep, gotta get up outta your seat (The time, is now)
Get down, beep beep, gotta get up outta your seat (I'll show, you how)

On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes
On and on, on the beat goes

Say what you like
Do what you feel
You know exactly who you are
The time is right now
You got to decide
Stand in the back or be the star

Get down, beep beep, gotta get up outta your seat (Here comes, my hand)
Get down, beep beep, gotta get up outta your seat (Take it, you can)
Get down, beep beep, gotta get up outta your seat (The time, is now)
Get down, beep beep, gotta get up outta your seat (I'll show, you how)

I can't keep waiting for you
Anticipating that you've
No time to lose
I can't keep waiting for you

Here's a impromptu I want you
I'm going to tell you what I want to do to you
Your girlfriend she wants to
Beautiful
Just flew in from Paris
Voulez vouz?
And the city that don't snooze
Smooze amongst the whose who's
And I use my celeb to get this one home
Why everything that feel so good gotta be so wrong?
Gimme room now
I'm like a vampire on the full moon now
And I don't know about you now
But I think I wanna try something new now
See what it do now
And when you sat down
Uh, cause you was losing your breath now
Uh, cause you be doing it to death now
She be doing E to F now
What's left now?
Mr. West now
Can you get any more fresh now?
I think I just did, just now
Talking my shit, that's how
I'm a professional, I admit that
Flashing lights show I live that
Fame is a drug, wanna hit that?
'Cause I know exactly where to get that
Did you get that?

Get down, beep beep, gotta get up off a your seat
Get down, beep beep, gotta get up off a your seat now

On and on
The beat goes
On and on

'Cause they know exactly where to get that
Did you get that?

Let's go, beep beep, gotta get up outta your seat
Get down, beep beep, gotta get up outta your seat

On and on
The beat goes
On and on
The beat goes
On and on
On and on
On and on"
223,dance 2night,http://www.lyrics.com/lyric/26022330/Madonna/Dance+2night,"Move your body
Catch me from across the floor
Everybody's watchin'
But I just wanna give you more
Don't care bout nothin'
I'm fallin' for your love in the worst way

So move closer
I can feel your body rise
The heat from you
I just have to fantasize
We're all alone now
And I don't care what people have to say

You don't have to be beautiful
To be understood
You don't have to be rich and famous
To be good
You just gotta give more, more, more
Than you ever have before
And you gotta move fast, fast, fast
If you want this good thing to last

Let's dance tonight, dance tonight
And groove around the world
And we'll hold hands tonight, hands tonight
I'm just a boy and you're just a girl
I wanna dance tonight, dance tonight
Don't need no diamonds and pearls
So take a chance tonight, chance tonight
Let's do ourselves to the world

Do it, do it
Let me turn you on
Let the music pull you through it
'Til the break of dawn
Do it, do it
While the night is young
Let the music pull you through it
'Til the lights go on

In our zone
Do you wanna take it further
And before too long
I'm gonna start to wonder
Are you a one trick pony
Or do you wanna keep runnin' this race

I'm so into you...
I've heard it all before
So what should I do?
I told you, catch me on the floor
Don't spoil this moment
'Cause talk is cheap
I don't have time to waste

You don't have to be beautiful
To be understood
You don't have to be rich and famous
To be good
You just gotta give more, more, more
Than you ever have before
And you gotta move fast, fast, fast
If you want this good thing to last

Let's dance tonight, dance tonight
And groove around the world
And we'll hold hands tonight, hands tonight
I'm just a boy and you're just a girl
I wanna dance tonight, dance tonight
Don't need no diamonds and pearls
So take a chance tonight, chance tonight
Let's do ourselves to the world

Do it, do it
Let me turn you on
Let the music pull you through it
'Til the break of dawn
Do it, do it
While the night is young
Let the music pull you through it
'Til the lights go on"
224,spanish lesson,http://www.lyrics.com/lyric/26022329/Madonna/Spanish+Lesson,"Yo te quiero, means I love you
Mucho gusto, means I'm welcome to you
Señorita,
I just wanna fall in love

Callate, means close your mouth
Bésame, means give me love
Señorita,
She just wants to fall in love

Baby hurry up
'Cause I cannot get enough
If you like my style I can love you for a while
Can you hear me call your name?
Baby I'm onto your game

Dígame, means tell me baby
Yo soy loco, means you drive me crazy
Señorita,
I just wanna fall in love

Entiendo, means I get it
Siempre, means that I won't forget it
Señorita,
She just wants to fall in love

Baby hurry up
'Cause I cannot get enough
If you like my style I can love you for a while
Can you hear me call your name? (Hear me callin' your name)
Baby I'm onto your game (I'm onto your game)
I just wanna fall in love (Hear me callin' your name)
Baby I can't get enough

(Come get it)

If you do your homework (Work)
Maybe I will give you more (Work)
When you do your homework (Work)
Get up on the dance floor (Work)

If you do your homework (Work)
Maybe I will give you more (Work)
When you do your homework (Work)
Get up on the dance floor (Work)

Entiendo, means I get it
Siempre, means that I won't forget it

Can you hear me call your name? (Hear me callin' your name)
Baby I'm onto your game (I'm onto your game)
I just wanna fall in love (Hear me callin' your name)
Baby I can't get enough (I'm onto your game)

Can you hear me call your name? (Hear me callin' your name)
Baby I'm onto your game (I'm onto your game)
I just wanna fall in love (Hear me callin' your name)
Baby I can't get enough (I'm onto your game)

(Come get it)

If you do your homework (Work)
Maybe I will give you more (wWrk)
When you do your homework (Work)
Get up on the dance floor (Work)

If you do your homework (Work)
Maybe I will give you more (Work)
When you do your homework (Work)
Get up on the dance floor (Work)"
225,devil wouldn't recognize you,http://www.lyrics.com/lyric/26022328/Madonna/Devil+Wouldn%27t+Recognize+You,"As quiet as it is tonight
You'd almost think you were safe
Your eyes are full of surprises
They cannot predict my fate
Waiting underneath the stars
There's something you should know
The angels they surround my heart
Telling me to let you go

I bet he couldn't
I bet he couldn't recognize
But I played right into it
Who am I to criticize
Somehow I'll get through it and you won't even realize
Falling through your own disguise

It's like over and over you're pushing me right down to the floor
I should just walk away.
Over and over I keep on coming back for more
I play into your fantasy
Now that it's over you can lie to me right through your smile
I've seen behind your eyes
Now it's over, NO more intoxicating my mind

Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do
I do, I do

You almost fooled yourself this time
That all the saints be praised
You hide your sadness behind your smile
And you keep your lost heartbreaks
The steps that edge along the ledge
Is much higher than it seems
That I've been on that ledge before
You can't hide yourself from me

I bet he couldn't
I bet he couldn't recognize
But I played right into it
Who am I to criticize
Somehow I'll get through it and you won't even realize
Falling through your own disguise

It's like over and over you're pushing me right down to the floor
I should just walk away.
Over and over I keep on coming back for more
I play into your fantasy
Now that it's over you can lie to me right through your smile
I've seen behind your eyes
Now it's over, NO more intoxicating my mind

Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do
I do, I do

It's like over and over you're pushing me right down to the floor
I should just walk away.
Over and over I keep on coming back for more
I play into your fantasy
Now that it's over you can lie to me right through your smile
I've seen behind your eyes
Now it's over, NO more intoxicating my mind

Even the devil wouldn't recognize you, you, you, you
Devil wouldn't recognize you, you, you, you
Devil wouldn't recognize you, you, you, you
Even the devil wouldn't recognize you, but I do
I do, I do

Even the devil wouldn't recognize you."
226,voices,http://www.lyrics.com/lyric/26022327/Madonna/Voices,"Who is the master? Who is the slave?

Treat me like a curse
And tell me I'm your savior
I'll never know the stranger
I used to know so well
Waiting for your answer
Is a kind of torture
Could I grow accustomed to this kind of hell?

Are you walking the dog, 'cause that dog isn't new
Are you out of control, is that dog walking you
Haven't you had enough, now your time is up
Baby show me your hand

Voices start to ring in your head
Tell me what do they say
Distant echoes from another time
Start to creep in your brain
So you're playing 'round, like it's on rewind
You blew it so often that you start to believe it
You have demons so nobody can blame you
But who is the master and who is the slave?

First you say you love me
Then you wanna leave me
Then you say you're sorry
You play the game so well
I bought your illusion
You're the greatest salesman
How could I refuse you
When you sold it to yourself

Are you walking the dog, 'cause that dog isn't new
Are you out of control, is that dog walking you
Haven't you had enough, now your time is up
Baby show me your hand

Voices start to ring in your head
Tell me what do they say
Distant echoes from another time
Start to creep in your brain
So you're playing 'round, like it's on rewind
You blew it so often that you start to believe it
You have demons so nobody can blame you
But who is the master and who is the slave?"
227,you must love me ,http://www.lyrics.com/lyric/23210258/Madonna/You+Must+Love+Me+%28from+Evita%29,"Where do we go from here?
This isn't where we intended to be
We had it all
You believed in me, I believed in you
Certainties disappear
What do we do? For our dream to survive?
How do we keep, all our passions alive
As we used to do?

Deep in my heart, I'm concealing
Things that I'm longing to say
Scared to confess, what I'm feeling
Frightened you'll slip away
You must love me, you must love me
You must love me

Why are you at my side?
How can I be, any use to you now?
Give me a chance, and I'll let you see how
Nothing has changed

Deep in my heart, I'm concealing
Things that I'm longing to say
Scared to confess, what I'm feeling
Frightened you'll slip away
You must love me, you must love me
You must love me"
228,miles away ,http://www.lyrics.com/lyric/23366987/Madonna/Miles+Away+%5BLive%5D,"You're miles away

I'm not messing about, I've got a mile of self doubt
Yeah, you're not even close yet,
Because you're miles away
Another day in bed, sorting out your head
You don't know what you're thinking about 

You're not right all of the time
Its funny when you're wrong 

You're miles away, no one can stop me
So far, it's funny when you're falling over 

You're the robot voice, and the people's choice
Yeah, you blink and it goes wrong
Because you're miles away
You're not even warm, human after all
You don't know what you're talking about 

You're not right all of the time
Its funny when you're wrong 

You're miles away, no one can stop me
So far, it's funny when you're falling over, oh! 

I'm too skint to pay my debtors
Uh-oh un-opened letters
Feels like a siege I'm under
How did you get my number?
Oh oh, it's for the better
Than on the never ever
I'll get back and back and back
And back and back and back, around we go 

You're miles away, no one can stop me
So far, it's funny when you're falling over 

Miles away, no one can stop me
So far, it's funny when you're falling over 

You're not right all of the time
It's funny when you're wrong 

You're not right all of the time
It's funny when you're wrong"
229,you'll see,http://www.lyrics.com/lyric/22197942/Madonna/You%27ll+See,"You think that I can't live without your love
You'll see,
You think I can't go on another day.
You think I have nothing
Without you by my side,
You'll see
Somehow, some way

You think that I can never laugh again
You'll see,
You think that you destroyed my faith in love.
You think after all you've done
I'll never find my way back home,
You'll see
Somehow, someday

All by myself
I don't need anyone at all
I know I'll survive
I know I'll stay alive,
All on my own
I don't need anyone this time
It will be mine
No one can take it from me
You'll see

You think that you are strong, but you are weak
You'll see,
It takes more strength to cry, admit defeat.
I have truth on my side,
You only have deceit
You'll see, somehow, someday

All by myself
I don't need anyone at all
I know I'll survive
I know I'll stay alive,
I'll stand on my own
I won't need anyone this time
It will be mine
No one can take it from me
You'll see

You'll see, you'll see
You'll see, mmmm, mmmm"
